scene_id,sequence,corruption_probability,scene_seed,observed_cells,changed_cells,changed_fraction
00003_001038,00003,0.3,8445748972790346177,2487,746,0.29995979091274627
00003_001102,00003,0.0,11617968675586220581,2494,0,0.0
00003_001102,00003,0.1,11617968675586220581,2494,249,0.09983961507618284
00003_001102,00003,0.2,11617968675586220581,2494,499,0.20008019246190858
00003_001102,00003,0.3,11617968675586220581,2494,748,0.29991980753809144
00003_001124,00003,0.0,10894710552011306575,2411,0,0.0
00003_001124,00003,0.1,10894710552011306575,2411,241,0.09995852343425965
00003_001124,00003,0.2,10894710552011306575,2411,482,0.1999170468685193
00003_001124,00003,0.3,10894710552011306575,2411,723,0.29987557030277895
00003_001185,00003,0.0,8791408992161016960,1951,0,0.0
00003_001185,00003,0.1,8791408992161016960,1951,195,0.0999487442337263
00003_001185,00003,0.2,8791408992161016960,1951,390,0.1998974884674526
00003_001185,00003,0.3,8791408992161016960,1951,585,0.2998462327011789
00003_001258,00003,0.0,17867498911774028460,2311,0,0.0
00003_001258,00003,0.1,17867498911774028460,2311,231,0.09995672868887927
00003_001258,00003,0.2,17867498911774028460,2311,462,0.19991345737775854
00003_001258,00003,0.3,17867498911774028460,2311,693,0.29987018606663784
00003_001298,00003,0.0,8848609938363838522,2676,0,0.0
00003_001298,00003,0.1,8848609938363838522,2676,268,0.10014947683109118
00003_001298,00003,0.2,8848609938363838522,2676,535,0.19992526158445442
00003_001298,00003,0.3,8848609938363838522,2676,803,0.3000747384155456
00003_001300,00003,0.0,13104451584423715585,2726,0,0.0
00003_001300,00003,0.1,13104451584423715585,2726,273,0.10014673514306677
00003_001300,00003,0.2,13104451584423715585,2726,545,0.19992663242846662
00003_001300,00003,0.3,13104451584423715585,2726,818,0.30007336757153336
00003_001372,00003,0.0,6276405498291847232,2717,0,0.0
00003_001372,00003,0.1,6276405498291847232,2717,272,0.10011041589988959
00003_001372,00003,0.2,6276405498291847232,2717,543,0.19985277880014723
00003_001372,00003,0.3,6276405498291847232,2717,815,0.2999631947000368
00003_001404,00003,0.0,13092805267889412838,2633,0,0.0
00003_001404,00003,0.1,13092805267889412838,2633,263,0.09988606152677554
00003_001404,00003,0.2,13092805267889412838,2633,527,0.2001519179642993
00003_001404,00003,0.3,13092805267889412838,2633,790,0.3000379794910748
00003_001631,00003,0.0,18314224016850075053,3125,0,0.0
00003_001631,00003,0.1,18314224016850075053,3125,312,0.09984
00003_001631,00003,0.2,18314224016850075053,3125,625,0.2
00003_001631,00003,0.3,18314224016850075053,3125,938,0.30016
00003_001643,00003,0.0,14515328408376581275,3105,0,0.0
00003_001643,00003,0.1,14515328408376581275,3105,310,0.0998389694041868
00003_001643,00003,0.2,14515328408376581275,3105,621,0.2
00003_001643,00003,0.3,14515328408376581275,3105,932,0.3001610305958132
00003_001743,00003,0.0,5556709155956481484,2908,0,0.0
00003_001743,00003,0.1,5556709155956481484,2908,291,0.10006877579092159
00003_001743,00003,0.2,5556709155956481484,2908,582,0.20013755158184318
00003_001743,00003,0.3,5556709155956481484,2908,872,0.2998624484181568
00003_001766,00003,0.0,4164727706501680634,2855,0,0.0
00003_001766,00003,0.1,4164727706501680634,2855,286,0.10017513134851139
00003_001766,00003,0.2,4164727706501680634,2855,571,0.2
00003_001766,00003,0.3,4164727706501680634,2855,856,0.2998248686514886
00003_001770,00003,0.0,7002681986103690974,2927,0,0.0
00003_001770,00003,0.1,7002681986103690974,2927,293,0.1001024940211821
00003_001770,00003,0.2,7002681986103690974,2927,585,0.19986334130509054
00003_001770,00003,0.3,7002681986103690974,2927,878,0.29996583532627263
00003_001804,00003,0.0,5339894098511199502,2924,0,0.0
00003_001804,00003,0.1,5339894098511199502,2924,292,0.09986320109439124
00003_001804,00003,0.2,5339894098511199502,2924,585,0.20006839945280439
00003_001804,00003,0.3,5339894098511199502,2924,877,0.29993160054719564
00003_001808,00003,0.0,859206271345410651,2896,0,0.0
00003_001808,00003,0.1,859206271345410651,2896,290,0.10013812154696132
00003_001808,00003,0.2,859206271345410651,2896,579,0.19993093922651933
00003_001808,00003,0.3,859206271345410651,2896,869,0.30006906077348067
00003_001856,00003,0.0,4699268584656331155,2974,0,0.0
00003_001856,00003,0.1,4699268584656331155,2974,297,0.09986550100874243
00003_001856,00003,0.2,4699268584656331155,2974,595,0.2000672494956288
00003_001856,00003,0.3,4699268584656331155,2974,892,0.29993275050437124
00003_001891,00003,0.0,15188231214278755596,2704,0,0.0
00003_001891,00003,0.1,15188231214278755596,2704,270,0.09985207100591716
00003_001891,00003,0.2,15188231214278755596,2704,541,0.20007396449704143
00003_001891,00003,0.3,15188231214278755596,2704,811,0.2999260355029586
00003_001894,00003,0.0,8345739464664042210,2736,0,0.0
00003_001894,00003,0.1,8345739464664042210,2736,274,0.10014619883040936
00003_001894,00003,0.2,8345739464664042210,2736,547,0.19992690058479531
00003_001894,00003,0.3,8345739464664042210,2736,821,0.30007309941520466
00003_001944,00003,0.0,2011679186458800553,2038,0,0.0
00003_001944,00003,0.1,2011679186458800553,2038,204,0.10009813542688911
00003_001944,00003,0.2,2011679186458800553,2038,408,0.20019627085377822
00003_001944,00003,0.3,2011679186458800553,2038,611,0.2998037291462218
00003_001951,00003,0.0,14613923483553326422,2014,0,0.0
00003_001951,00003,0.1,14613923483553326422,2014,201,0.09980139026812314
00003_001951,00003,0.2,14613923483553326422,2014,403,0.20009930486593844
00003_001951,00003,0.3,14613923483553326422,2014,604,0.2999006951340616
00003_001958,00003,0.0,3586522225443511376,2040,0,0.0
00003_001958,00003,0.1,3586522225443511376,2040,204,0.1
00003_001958,00003,0.2,3586522225443511376,2040,408,0.2
00003_001958,00003,0.3,3586522225443511376,2040,612,0.3
00003_001980,00003,0.0,3062135369158059534,2016,0,0.0
00003_001980,00003,0.1,3062135369158059534,2016,202,0.1001984126984127
00003_001980,00003,0.2,3062135369158059534,2016,403,0.19990079365079366
00003_001980,00003,0.3,3062135369158059534,2016,605,0.30009920634920634
00003_001989,00003,0.0,714724731604030242,2020,0,0.0
00003_001989,00003,0.1,714724731604030242,2020,202,0.1
00003_001989,00003,0.2,714724731604030242,2020,404,0.2
00003_001989,00003,0.3,714724731604030242,2020,606,0.3
00003_002109,00003,0.0,3710146812224384057,1999,0,0.0
00003_002109,00003,0.1,3710146812224384057,1999,200,0.10005002501250625
00003_002109,00003,0.2,3710146812224384057,1999,400,0.2001000500250125
00003_002109,00003,0.3,3710146812224384057,1999,600,0.3001500750375188
00003_002125,00003,0.0,6883095133910792901,1974,0,0.0
00003_002125,00003,0.1,6883095133910792901,1974,197,0.09979736575481256
00003_002125,00003,0.2,6883095133910792901,1974,395,0.2001013171225937
00003_002125,00003,0.3,6883095133910792901,1974,592,0.2998986828774063
00004_000011,00004,0.0,16119206798514529829,2237,0,0.0
00004_000011,00004,0.1,16119206798514529829,2237,224,0.10013410818059902
00004_000011,00004,0.2,16119206798514529829,2237,447,0.19982118909253466
00004_000011,00004,0.3,16119206798514529829,2237,671,0.29995529727313364
00004_000024,00004,0.0,1614158673658405370,2184,0,0.0
00004_000024,00004,0.1,1614158673658405370,2184,218,0.09981684981684982
00004_000024,00004,0.2,1614158673658405370,2184,437,0.2000915750915751
00004_000024,00004,0.3,1614158673658405370,2184,655,0.2999084249084249
00004_000039,00004,0.0,1433646883839165356,2135,0,0.0
00004_000039,00004,0.1,1433646883839165356,2135,214,0.10023419203747072
00004_000039,00004,0.2,1433646883839165356,2135,427,0.2
00004_000039,00004,0.3,1433646883839165356,2135,640,0.2997658079625293
00004_000055,00004,0.0,3220497248434100861,2141,0,0.0
00004_000055,00004,0.1,3220497248434100861,2141,214,0.09995329285380664
00004_000055,00004,0.2,3220497248434100861,2141,428,0.19990658570761327
00004_000055,00004,0.3,3220497248434100861,2141,642,0.2998598785614199
00004_000131,00004,0.0,2899697359232930573,2388,0,0.0
00004_000131,00004,0.1,2899697359232930573,2388,239,0.10008375209380234
00004_000131,00004,0.2,2899697359232930573,2388,478,0.20016750418760468
00004_000131,00004,0.3,2899697359232930573,2388,716,0.2998324958123953
00004_000138,00004,0.0,9627479068504594120,2415,0,0.0
00004_000138,00004,0.1,9627479068504594120,2415,242,0.10020703933747412
00004_000138,00004,0.2,9627479068504594120,2415,483,0.2
00004_000138,00004,0.3,9627479068504594120,2415,724,0.29979296066252586
00004_000191,00004,0.0,3315809983465216815,2546,0,0.0
00004_000191,00004,0.1,3315809983465216815,2546,255,0.10015710919088766
00004_000191,00004,0.2,3315809983465216815,2546,509,0.19992144540455617
00004_000191,00004,0.3,3315809983465216815,2546,764,0.30007855459544386
00004_000245,00004,0.0,2131527136678373667,2247,0,0.0
00004_000245,00004,0.1,2131527136678373667,2247,225,0.10013351134846461
00004_000245,00004,0.2,2131527136678373667,2247,449,0.19982198486871383
00004_000245,00004,0.3,2131527136678373667,2247,674,0.2999554962171785
00004_000275,00004,0.0,15018845332808056373,2313,0,0.0
00004_000275,00004,0.1,15018845332808056373,2313,231,0.09987029831387809
00004_000275,00004,0.2,15018845332808056373,2313,463,0.2001729355814959
00004_000275,00004,0.3,15018845332808056373,2313,694,0.30004323389537396
00004_000302,00004,0.0,10601705697954630755,2330,0,0.0
00004_000302,00004,0.1,10601705697954630755,2330,233,0.1
00004_000302,00004,0.2,10601705697954630755,2330,466,0.2
00004_000302,00004,0.3,10601705697954630755,2330,699,0.3
00004_000325,00004,0.0,7922499464785075031,2382,0,0.0
00004_000325,00004,0.1,7922499464785075031,2382,238,0.09991603694374475
00004_000325,00004,0.2,7922499464785075031,2382,476,0.1998320738874895
00004_000325,00004,0.3,7922499464785075031,2382,715,0.3001679261125105
00004_000372,00004,0.0,4624793571959452674,2375,0,0.0
00004_000372,00004,0.1,4624793571959452674,2375,238,0.10021052631578947
00004_000372,00004,0.2,4624793571959452674,2375,475,0.2
00004_000372,00004,0.3,4624793571959452674,2375,712,0.29978947368421055
00004_000435,00004,0.0,14071739297796228200,2260,0,0.0
00004_000435,00004,0.1,14071739297796228200,2260,226,0.1
00004_000435,00004,0.2,14071739297796228200,2260,452,0.2
00004_000435,00004,0.3,14071739297796228200,2260,678,0.3
00004_000479,00004,0.0,16472030405885396284,2223,0,0.0
00004_000479,00004,0.1,16472030405885396284,2223,222,0.09986504723346828
00004_000479,00004,0.2,16472030405885396284,2223,445,0.2001799370220423
00004_000479,00004,0.3,16472030405885396284,2223,667,0.30004498425551057
00004_000487,00004,0.0,13657158757225912921,2295,0,0.0
00004_000487,00004,0.1,13657158757225912921,2295,230,0.10021786492374728
00004_000487,00004,0.2,13657158757225912921,2295,459,0.2
00004_000487,00004,0.3,13657158757225912921,2295,688,0.29978213507625273
00004_000512,00004,0.0,15996686291886470740,2178,0,0.0
00004_000512,00004,0.1,15996686291886470740,2178,218,0.10009182736455463
00004_000512,00004,0.2,15996686291886470740,2178,436,0.20018365472910926
00004_000512,00004,0.3,15996686291886470740,2178,653,0.29981634527089074
00004_000537,00004,0.0,12669731658174396894,2350,0,0.0
00004_000537,00004,0.1,12669731658174396894,2350,235,0.1
00004_000537,00004,0.2,12669731658174396894,2350,470,0.2
00004_000537,00004,0.3,12669731658174396894,2350,705,0.3
00004_000573,00004,0.0,11250831227412369261,2438,0,0.0
00004_000573,00004,0.1,11250831227412369261,2438,244,0.10008203445447088
00004_000573,00004,0.2,11250831227412369261,2438,488,0.20016406890894176
00004_000573,00004,0.3,11250831227412369261,2438,731,0.29983593109105827
00004_000627,00004,0.0,3333231841962136014,2508,0,0.0
00004_000627,00004,0.1,3333231841962136014,2508,251,0.10007974481658692
00004_000627,00004,0.2,3333231841962136014,2508,502,0.20015948963317384
00004_000627,00004,0.3,3333231841962136014,2508,752,0.29984051036682613
00004_000732,00004,0.0,11624081515027887088,2284,0,0.0
00004_000732,00004,0.1,11624081515027887088,2284,228,0.09982486865148861
00004_000732,00004,0.2,11624081515027887088,2284,457,0.2000875656742557
00004_000732,00004,0.3,11624081515027887088,2284,685,0.2999124343257443
00004_000741,00004,0.0,2411468453647929450,2401,0,0.0
00004_000741,00004,0.1,2411468453647929450,2401,240,0.09995835068721366
00004_000741,00004,0.2,2411468453647929450,2401,480,0.19991670137442732
00004_000741,00004,0.3,2411468453647929450,2401,720,0.299875052061641
00004_000792,00004,0.0,2796512300405928975,2460,0,0.0
00004_000792,00004,0.1,2796512300405928975,2460,246,0.1
00004_000792,00004,0.2,2796512300405928975,2460,492,0.2
00004_000792,00004,0.3,2796512300405928975,2460,738,0.3
00004_000829,00004,0.0,17973223059553041012,2578,0,0.0
00004_000829,00004,0.1,17973223059553041012,2578,258,0.10007757951900698
00004_000829,00004,0.2,17973223059553041012,2578,516,0.20015515903801395
00004_000829,00004,0.3,17973223059553041012,2578,773,0.29984484096198605
00004_000897,00004,0.0,10220752767314584806,2587,0,0.0
00004_000897,00004,0.1,10220752767314584806,2587,259,0.10011596443757248
00004_000897,00004,0.2,10220752767314584806,2587,517,0.19984538074990335
00004_000897,00004,0.3,10220752767314584806,2587,776,0.29996134518747586
00004_000942,00004,0.0,7457253319577297560,2442,0,0.0
00004_000942,00004,0.1,7457253319577297560,2442,244,0.09991809991809991
00004_000942,00004,0.2,7457253319577297560,2442,488,0.19983619983619982
00004_000942,00004,0.3,7457253319577297560,2442,733,0.3001638001638002
00004_000949,00004,0.0,3713818103456885022,2431,0,0.0
00004_000949,00004,0.1,3713818103456885022,2431,243,0.09995886466474702
00004_000949,00004,0.2,3713818103456885022,2431,486,0.19991772932949403
00004_000949,00004,0.3,3713818103456885022,2431,729,0.29987659399424105
00004_000995,00004,0.0,2801486307675114625,2566,0,0.0
00004_000995,00004,0.1,2801486307675114625,2566,257,0.10015588464536243
00004_000995,00004,0.2,2801486307675114625,2566,513,0.19992205767731877
00004_000995,00004,0.3,2801486307675114625,2566,770,0.3000779423226812
00004_001041,00004,0.0,2115419752669058904,2525,0,0.0
00004_001041,00004,0.1,2115419752669058904,2525,252,0.09980198019801981
00004_001041,00004,0.2,2115419752669058904,2525,505,0.2
00004_001041,00004,0.3,2115419752669058904,2525,758,0.3001980198019802
00004_001131,00004,0.0,17356853421307325881,1899,0,0.0
00004_001131,00004,0.1,17356853421307325881,1899,190,0.10005265929436545
00004_001131,00004,0.2,17356853421307325881,1899,380,0.2001053185887309
00004_001131,00004,0.3,17356853421307325881,1899,570,0.3001579778830964
00004_001159,00004,0.0,9354670351218567006,2080,0,0.0
00004_001159,00004,0.1,9354670351218567006,2080,208,0.1
00004_001159,00004,0.2,9354670351218567006,2080,416,0.2
00004_001159,00004,0.3,9354670351218567006,2080,624,0.3
00004_001263,00004,0.0,17732273262939550870,2972,0,0.0
00004_001263,00004,0.1,17732273262939550870,2972,297,0.09993270524899057
00004_001263,00004,0.2,17732273262939550870,2972,594,0.19986541049798115
00004_001263,00004,0.3,17732273262939550870,2972,892,0.3001345895020188
00004_001266,00004,0.0,8346266143799871512,2997,0,0.0
00004_001266,00004,0.1,8346266143799871512,2997,300,0.1001001001001001
00004_001266,00004,0.2,8346266143799871512,2997,599,0.19986653319986653
00004_001266,00004,0.3,8346266143799871512,2997,899,0.29996663329996665
00004_001281,00004,0.0,8174968954386576410,2883,0,0.0
00004_001281,00004,0.1,8174968954386576410,2883,288,0.09989594172736732
00004_001281,00004,0.2,8174968954386576410,2883,577,0.20013874436351023
00004_001281,00004,0.3,8174968954386576410,2883,865,0.3000346860908776
00004_001329,00004,0.0,1705138442594155604,2698,0,0.0
00004_001329,00004,0.1,1705138442594155604,2698,270,0.10007412898443291
00004_001329,00004,0.2,1705138442594155604,2698,540,0.20014825796886582
00004_001329,00004,0.3,1705138442594155604,2698,809,0.2998517420311342
00004_001348,00004,0.0,3656390233795154763,2808,0,0.0
00004_001348,00004,0.1,3656390233795154763,2808,281,0.10007122507122507
00004_001348,00004,0.2,3656390233795154763,2808,562,0.20014245014245013
00004_001348,00004,0.3,3656390233795154763,2808,842,0.29985754985754987
00004_001358,00004,0.0,11955328302172271803,2792,0,0.0
00004_001358,00004,0.1,11955328302172271803,2792,279,0.09992836676217765
00004_001358,00004,0.2,11955328302172271803,2792,558,0.1998567335243553
00004_001358,00004,0.3,11955328302172271803,2792,838,0.3001432664756447
00004_001376,00004,0.0,4348662489578939855,2723,0,0.0
00004_001376,00004,0.1,4348662489578939855,2723,272,0.09988982739625413
00004_001376,00004,0.2,4348662489578939855,2723,545,0.20014689680499448
00004_001376,00004,0.3,4348662489578939855,2723,817,0.3000367242012486
00004_001433,00004,0.0,1574008746602711940,2844,0,0.0
00004_001433,00004,0.1,1574008746602711940,2844,284,0.09985935302390998
00004_001433,00004,0.2,1574008746602711940,2844,569,0.20007032348804502
00004_001433,00004,0.3,1574008746602711940,2844,853,0.299929676511955
00004_001471,00004,0.0,17158089836314506772,2763,0,0.0
00004_001471,00004,0.1,17158089836314506772,2763,276,0.0998914223669924
00004_001471,00004,0.2,17158089836314506772,2763,553,0.20014477017734347
00004_001471,00004,0.3,17158089836314506772,2763,829,0.3000361925443359
00004_001495,00004,0.0,8027729496992125070,2608,0,0.0
00004_001495,00004,0.1,8027729496992125070,2608,261,0.10007668711656442
00004_001495,00004,0.2,8027729496992125070,2608,522,0.20015337423312884
00004_001495,00004,0.3,8027729496992125070,2608,782,0.29984662576687116
00004_001524,00004,0.0,9232094839750884160,2791,0,0.0
00004_001524,00004,0.1,9232094839750884160,2791,279,0.09996417054819061
00004_001524,00004,0.2,9232094839750884160,2791,558,0.19992834109638122
00004_001524,00004,0.3,9232094839750884160,2791,837,0.2998925116445718
00004_001526,00004,0.0,1651628223951796696,2816,0,0.0
00004_001526,00004,0.1,1651628223951796696,2816,282,0.10014204545454546
00004_001526,00004,0.2,1651628223951796696,2816,563,0.19992897727272727
00004_001526,00004,0.3,1651628223951796696,2816,845,0.3000710227272727
00004_001532,00004,0.0,3833420958421397468,2805,0,0.0
00004_001532,00004,0.1,3833420958421397468,2805,280,0.09982174688057041
00004_001532,00004,0.2,3833420958421397468,2805,561,0.2
00004_001532,00004,0.3,3833420958421397468,2805,842,0.3001782531194296
00004_001549,00004,0.0,7054078472766932071,2844,0,0.0
00004_001549,00004,0.1,7054078472766932071,2844,284,0.09985935302390998
00004_001549,00004,0.2,7054078472766932071,2844,569,0.20007032348804502
00004_001549,00004,0.3,7054078472766932071,2844,853,0.299929676511955
00004_001575,00004,0.0,4000623875405486898,2967,0,0.0
00004_001575,00004,0.1,4000623875405486898,2967,297,0.10010111223458039
00004_001575,00004,0.2,4000623875405486898,2967,593,0.19986518368722617
00004_001575,00004,0.3,4000623875405486898,2967,890,0.2999662959218065
00004_001705,00004,0.0,6399715185421801617,2891,0,0.0
00004_001705,00004,0.1,6399715185421801617,2891,289,0.09996540989277067
00004_001705,00004,0.2,6399715185421801617,2891,578,0.19993081978554134
00004_001705,00004,0.3,6399715185421801617,2891,867,0.299896229678312
00004_001721,00004,0.0,10955876612709852569,2852,0,0.0
00004_001721,00004,0.1,10955876612709852569,2852,285,0.09992987377279103
00004_001721,00004,0.2,10955876612709852569,2852,570,0.19985974754558206
00004_001721,00004,0.3,10955876612709852569,2852,856,0.30014025245441794
00004_001724,00004,0.0,2454503794494310328,2864,0,0.0
00004_001724,00004,0.1,2454503794494310328,2864,286,0.09986033519553073
00004_001724,00004,0.2,2454503794494310328,2864,573,0.20006983240223464
00004_001724,00004,0.3,2454503794494310328,2864,859,0.29993016759776536
00004_001736,00004,0.0,1334959760883982245,2862,0,0.0
00004_001736,00004,0.1,1334959760883982245,2862,286,0.09993011879804332
00004_001736,00004,0.2,1334959760883982245,2862,572,0.19986023759608665
00004_001736,00004,0.3,1334959760883982245,2862,859,0.3001397624039133
00004_001755,00004,0.0,7413174930716986556,2779,0,0.0
00004_001755,00004,0.1,7413174930716986556,2779,278,0.10003598416696653
00004_001755,00004,0.2,7413174930716986556,2779,556,0.20007196833393306
00004_001755,00004,0.3,7413174930716986556,2779,834,0.3001079525008996
00004_001767,00004,0.0,15371405708707573200,2756,0,0.0
00004_001767,00004,0.1,15371405708707573200,2756,276,0.10014513788098693
00004_001767,00004,0.2,15371405708707573200,2756,551,0.19992743105950653
00004_001767,00004,0.3,15371405708707573200,2756,827,0.30007256894049344
00004_001992,00004,0.0,17769847907697523763,2089,0,0.0
00004_001992,00004,0.1,17769847907697523763,2089,209,0.10004786979415989
00004_001992,00004,0.2,17769847907697523763,2089,418,0.20009573958831978
00004_001992,00004,0.3,17769847907697523763,2089,627,0.30014360938247964
00004_001996,00004,0.0,15080062103763964804,2089,0,0.0
00004_001996,00004,0.1,15080062103763964804,2089,209,0.10004786979415989
00004_001996,00004,0.2,15080062103763964804,2089,418,0.20009573958831978
00004_001996,00004,0.3,15080062103763964804,2089,627,0.30014360938247964
00004_002001,00004,0.0,16112626675583780186,2095,0,0.0
00004_002001,00004,0.1,16112626675583780186,2095,210,0.10023866348448687
00004_002001,00004,0.2,16112626675583780186,2095,419,0.2
00004_002001,00004,0.3,16112626675583780186,2095,628,0.2997613365155131
00004_002025,00004,0.0,7689051136062795300,1966,0,0.0
00004_002025,00004,0.1,7689051136062795300,1966,197,0.10020345879959308
00004_002025,00004,0.2,7689051136062795300,1966,393,0.19989827060020346
00004_002025,00004,0.3,7689051136062795300,1966,590,0.30010172939979657
00004_002033,00004,0.0,8611631791335644149,1805,0,0.0
00004_002033,00004,0.1,8611631791335644149,1805,180,0.0997229916897507
00004_002033,00004,0.2,8611631791335644149,1805,361,0.2
00004_002033,00004,0.3,8611631791335644149,1805,542,0.3002770083102493
00004_002058,00004,0.0,9786900155353964681,1739,0,0.0
00004_002058,00004,0.1,9786900155353964681,1739,174,0.10005750431282347
00004_002058,00004,0.2,9786900155353964681,1739,348,0.20011500862564693
00004_002058,00004,0.3,9786900155353964681,1739,522,0.30017251293847036
