axis_rc,barrier_half_len_cells,barrier_half_width_cells,center_rc,detour_rc,duration,episode_id,event_step,event_type,goal_rc,hard_radius_cells,low_risk_value,open_delay,radius_cells,regime,risk_value,scene_id
"[0.0, 1.0]",9.0,2.0,"[50.0, 42.0]","[38.0, 42.0]",80,93,28,corridor_closes,"[74.0, 74.0]",4.0,0.18,10,8.0,R2,0.95,00000_001939
"[0.0, 1.0]",9.0,2.0,"[50.0, 42.0]","[38.0, 42.0]",80,93,28,corridor_opens,"[74.0, 74.0]",4.0,0.18,10,8.0,R2,0.95,00000_001939
"[0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[48.0, 36.0]","[39.51471710205078, 44.48528289794922]",80,94,24,mud_onset,"[50.0, 74.0]",4.0,0.18,10,8.0,R2,0.95,00000_001939
"[0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[48.0, 36.0]","[39.51471710205078, 44.48528289794922]",80,94,24,corridor_closes,"[50.0, 74.0]",4.0,0.18,10,8.0,R2,0.95,00000_001939
"[0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[48.0, 36.0]","[39.51471710205078, 44.48528289794922]",80,94,24,corridor_opens,"[50.0, 74.0]",4.0,0.18,10,8.0,R2,0.95,00000_001939
"[0.0, 1.0]",9.0,2.0,"[48.0, 46.0]","[34.0, 90.0]",80,95,36,mud_onset,"[26.0, 82.0]",4.0,0.18,10,8.0,R1,0.95,00000_001939
"[0.0, 1.0]",9.0,2.0,"[48.0, 46.0]","[34.0, 90.0]",80,95,36,corridor_closes,"[26.0, 82.0]",4.0,0.18,10,8.0,R1,0.95,00000_001939
"[0.0, 1.0]",9.0,2.0,"[48.0, 46.0]","[34.0, 90.0]",80,95,36,corridor_opens,"[26.0, 82.0]",4.0,0.18,10,8.0,R1,0.95,00000_001939
"[0.0, 1.0]",9.0,2.0,"[50.0, 41.0]","[37.0, 18.0]",80,96,31,mud_onset,"[26.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_000814
"[0.0, 1.0]",9.0,2.0,"[50.0, 41.0]","[37.0, 18.0]",80,96,31,corridor_closes,"[26.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_000814
"[0.0, 1.0]",9.0,2.0,"[50.0, 41.0]","[37.0, 18.0]",80,96,31,corridor_opens,"[26.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_000814
"[0.0, 1.0]",9.0,2.0,"[50.0, 40.0]","[49.0, 74.0]",80,97,31,mud_onset,"[34.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_000814
"[0.0, 1.0]",9.0,2.0,"[50.0, 40.0]","[49.0, 74.0]",80,97,31,corridor_closes,"[34.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_000814
"[0.0, 1.0]",9.0,2.0,"[50.0, 40.0]","[49.0, 74.0]",80,97,31,corridor_opens,"[34.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_000814
"[0.0, 1.0]",9.0,2.0,"[68.0, 39.0]","[57.0, 52.0]",80,98,21,mud_onset,"[50.0, 74.0]",4.0,0.18,10,8.0,R1,0.95,00000_000814
"[0.0, 1.0]",9.0,2.0,"[68.0, 39.0]","[57.0, 52.0]",80,98,21,corridor_closes,"[50.0, 74.0]",4.0,0.18,10,8.0,R1,0.95,00000_000814
"[0.0, 1.0]",9.0,2.0,"[68.0, 39.0]","[57.0, 52.0]",80,98,21,corridor_opens,"[50.0, 74.0]",4.0,0.18,10,8.0,R1,0.95,00000_000814
"[0.0, 1.0]",9.0,2.0,"[50.0, 40.0]","[44.0, 28.0]",80,99,26,mud_onset,"[74.0, 82.0]",4.0,0.18,10,8.0,R1,0.95,00000_000814
"[0.0, 1.0]",9.0,2.0,"[50.0, 40.0]","[44.0, 28.0]",80,99,26,corridor_closes,"[74.0, 82.0]",4.0,0.18,10,8.0,R1,0.95,00000_000814
"[0.0, 1.0]",9.0,2.0,"[50.0, 40.0]","[44.0, 28.0]",80,99,26,corridor_opens,"[74.0, 82.0]",4.0,0.18,10,8.0,R1,0.95,00000_000814
